Team #,Team Name
1001,Brown University
1002,Brown University (2nd Team)
1003,Brown University (3rd Team)
1004,"University of Alabama, Tuscaloosa"
1005,"University of Alabama, Tuscaloosa"
1006,Cornell University
1007,Cornell University
1008,Cornell University
1009,"University of Maryland, College Park"
1010,"University of Maryland, College Park"
1011,"University of Maryland, College Park"
1012,"University of Maryland, College Park"
1013,Washington & Jefferson College
1014,Florida International University
1015,Iona College
1016,St. Norbert College
1017,St. Norbert College
1018,Samford University
1019,Samford University
1020,Chemeketa Community College
1021,Columbia University
1022,Columbia University
1023,Gonzaga University
1024,Gonzaga University
1025,Gonzaga University
1026,Patrick Henry College
1027,Patrick Henry College
1028,Patrick Henry College
1029,Patrick Henry College
1030,Central College
1031,Austin College
1032,University of Rochester
1033,University of Rochester
1034,University of Rochester
1035,University of Virginia
1036,University of Virginia
1037,Washburn University
1038,University of North Alabama
1039,University of North Alabama
1040,"University of Nebraska, Omaha"
1041,Lee University
1042,University of Dayton
1043,University of Dayton
1044,Swarthmore College
1045,Swarthmore College
1046,Drake University
1047,Drake University
1048,Drake University
1049,Elon University
1050,Elon University
1051,Luther College
1052,Luther College
1053,Miami University
1054,MIami University
1055,MIami University
1056,MIami University
1057,Loyola University-Chicago
1058,Loyola University-Chicago
1059,Loyola University-Chicago
1060,Tufts University
1061,Tufts University
1062,Tufts University
1063,Stonehill College
1064,University of Florida
1065,University of Florida
1066,University of Florida
1067,University of Florida
1068,Monroe College
1069,Missouri Southern State University
1070,Coastal Carolina University
1071,Coastal Carolina University
1072,University of Kentucky
1073,University of Kentucky
1074,Bowdoin College
1075,Bowdoin College
1076,College of St. Benedict/St. John's University
1077,"Fordham University, Lincoln Center"
1078,Georgia Tech
1079,Georgia Tech
1080,Georgia Tech
1081,Illinois State University
1082,Illinois State University
1083,University of South Dakota
1084,University of South Dakota
1085,Ursinus College
1086,Vanderbilt University
1087,Vanderbilt University
1088,Vanderbilt University
1089,"Fordham University, Lincoln Center (2nd team)"
1090,"University of Missouri, Kansas City"
1091,"University of Missouri, Kansas City"
1092,University of Texas - Arlington
1093,Northwestern University
1094,Stevenson University
1095,"Columbia College, MO"
1096,Quincy University
1097,Northwestern University (2nd team)
1098,Northwestern University (3rd team)
1099,Northwestern Unviersity (4th team)
1100,Millsaps College
1101,Millsaps College
1102,Cornell College
1103,Cornell College
1104,Cornell College
1105,Hendrix College
1106,Hendrix College
1107,Pepperdine University
1108,"University of Louisiana, Monroe"
1109,"University of Louisiana, Monroe"
1110,Fitchburg State University
1111,University of Central Missouri
1112,University of Central Missouri
1113,Winona State University
1114,Fresno State University
1115,Fresno State University
1116,Fresno State University
1117,Fresno State University
1118,Middle Tennessee State University
1119,Middle Tennessee State University
1120,College of Saint Rose
1121,Elmhurst College
1122,Elmhurst College
1123,George Washington University
1124,George Washington University
1125,George Washington University
1126,Sullivan University
1127,Mississippi College
1128,University of Pittsburgh
1129,University of Pittsburgh
1130,Grinnell College
1131,Grinnell College
1132,Mississippi Valley State University
1133,"University of Tennessee, Knoxville"
1134,"University of Tennessee, Knoxville"
1135,"University of Tennessee, Knoxville"
1136,St. Ambrose University
1137,Queensborough Community College
1138,Queensborough Community College
1139,University of St. Thomas (MN)
1140,University of St. Thomas (MN)
1141,Clark University
1142,Clark University
1143,Hillsdale College
1144,Hillsdale College
1145,Georgia Regents University
1146,University of Cincinnati
1147,University of Cincinnati
1148,Carleton College
1149,Carleton College
1150,University of Michigan
1151,University of Michigan
1152,University of Michigan
1153,Eastern Kentucky University
1154,Eastern Kentucky University
1155,St. Bonaventure University
1156,St. John's University
1157,St. John's University
1158,"University of California, Davis"
1159,"University of California, Davis"
1160,Macalester College
1161,Macalester College
1162,Macalester College
1163,Macalester College
1164,North Central College
1165,University of West Florida
1166,College of the Holy Cross
1167,College of the Holy Cross
1168,Furman University
1169,Furman University
1170,Furman University
1171,Creighton University
1172,Creighton University
1173,"University of Illinois, Urbana Champaign"
1174,"University of Illinois, Urbana Champaign"
1175,"University of Illinois, Urbana Champaign"
1176,"University of Wisconsin, Superior"
1177,"University of Wisconsin, Superior"
1178,"University of Maryland, Baltimore County"
1179,"University of Maryland, Baltimore County"
1180,Seton Hall University
1181,Seton Hall University
1182,Stetson University
1183,University of New Hampshire
1184,University of New Hampshire
1185,Carthage College
1186,Carthage College
1187,Eastern Michigan University
1188,Eastern Michigan University
1189,St. Louis University
1190,St. Louis University
1191,University of Notre Dame
1192,University of Notre Dame
1193,University of Notre Dame
1194,University of Notre Dame
1195,University of Washington
1196,University of Washington
1197,Benedictine University
1198,Benedictine University (2nd Team)
1199,"University of Minnesota, Duluth"
1200,Wake Forest University
1201,Wake Forest University
1202,U.S. Air Force Academy
1203,U.S. Air Force Academy
1204,"University of California, Riverside"
1205,"Pennsylvania State University, Altoona"
1206,Alamance Community College
1207,Murray State University
1208,Kent State University
1209,Suffolk University
1210,Stanford University
1211,Stanford University
1212,Boston University
1213,Boston University (2nd Team)
1214,Boston University (3rd Team)
1215,Siena College
1216,Hamilton College
1217,University of Toledo
1218,Collin College
1219,Collin College
1220,Temple University
1221,Temple University
1222,Lewis University
1223,Lewis University
1224,Mississippi University for Women
1225,Lasell College
1226,"University of Colorado, Boulder"
1227,"University of Colorado, Boulder"
1228,Xavier University
1229,Xavier University
1230,Bradley University
1231,Ithaca College
1232,Ithaca College
1233,Baylor University
1234,Baylor University (2nd Team)
1235,Dickinson College
1236,Dickinson College (2nd Team)
1237,"University of Massachusetts, Amherst"
1238,"University of Massachusetts, Amherst"
1239,Mercer University
1240,Colgate University
1241,Colgate University
1242,Drexel University
1243,Drexel University
1244,Drexel University
1245,Drexel University
1246,Ohio Northern University
1247,Case Western Reserve University
1248,Case Western Reserve University
1249,Case Western Reserve University
1250,University of Portland
1251,University of Portland
1252,"University of Minnesota, Morris"
1253,"University of Minnesota, Morris"
1254,"California Polytechnic State University, San Luis Obispo"
1255,"California Polytechnic State University, San Luis Obispo"
1256,"California Polytechnic State University, San Luis Obispo"
1257,"California Polytechnic State University, San Luis Obispo"
1258,University of Scranton - new school
1259,University of Richmond
1260,University of Richmond
1261,University of Richmond
1262,Elizabethtown College
1263,Elizabethtown College
1264,Manchester University
1265,Hamline University
1266,Hamline University
1267,Howard Payne University
1268,Monmouth University
1269,Wheaton College
1270,University of South Florida
1271,University of South Florida
1272,St. John Fisher
1273,Washington and Lee
1274,Washington and Lee
1275,University of Kansas
1276,University of Kansas
1277,University of Kansas
1278,Valdosta State University
1279,Syracuse University
1280,Syracuse University
